"","group_name","subcategory","item","item_description"
"244","Armor","Chest Pieces","Leydia White Robe","""Robe of a Leydia pyromancer."
"245","Armor","Chest Pieces","Lion Mage Robe","""Robe worn by Lion Clan mages."""
"246","Armor","Chest Pieces","Llewellyn Armor","""Armor reinforced with rare geisteel. Belonged to Chancellor Wellager."""
"247","Armor","Chest Pieces","Looking Glass Armor","""Armor worn by the Looking Glass Knight. Made of metal, but has high lightning defense."
"248","Armor","Chest Pieces","Mad Warrior Armor","""King Vendrick called upon powers from beyond his borders in an attempt to stave off the curse."
"249","Armor","Chest Pieces","Manikin Top","""Top of the Manikins of Harvest Valley. A fickle queen gave them life, and tore off their faces."
"250","Armor","Chest Pieces","Mastodon Armor","""Armor worn by the Primal Knights of Drangleic castle."
"251","Armor","Chest Pieces","Moon Butterfly Wings","""Pinions made from wings of the rare moon butterfly. Poisons those who approach its wearer. Also extends jump distance."
"252","Armor","Chest Pieces","Nahr Alma Robes","""Robe worn by servants of Nahr Alma, god of blood. Increases souls acquired for each kill.Belonged to Titchy Gren."
"253","Armor","Chest Pieces","Old Ironclad Armor","""Old armor worn by ironclad soldiers. Boasts high defense, but extremely heavy."
"254","Armor","Chest Pieces","Old Knight Armor","""Old undated Armor. How old could this nearly-crumbling armor be?"
"255","Armor","Chest Pieces","Peasant Attire","""Attire commonly worn by peasants."
"256","Armor","Chest Pieces","Penal Straight Jacket","""Straightjacket of the Lost Sinner. A tightly cinched belt presses against the waist."
"257","Armor","Chest Pieces","Priestess Robe","""Robe worn by Drangleic clerics."""
"258","Armor","Chest Pieces","Prisoner's Tatters","""Rags worn by imprisoned Hollows. This appears to have been worn on the body."
"259","Armor","Chest Pieces","Red Lion Warrior Cape","""Red cape worn by Lion Clan warriors."
"260","Armor","Chest Pieces","Royal Soldier Armor","""Royal Drangleic soldier armor."
"261","Armor","Chest Pieces","Royal Swordsman Armor","""Armor of a royal swordsman. Its shape provides defense while allowing great mobility. Stripped of ornamentation, this particular helm/armor is designed strictly for battle."
"262","Armor","Chest Pieces","Ruin Armor","""Armor worn by the jailer's creation, the Ruin Sentinel."
"263","Armor","Chest Pieces","Rusted Mastodon Armor","""Armor worn by the Primal Knights of Drangleic castle."
"264","Armor","Chest Pieces","Saint's Dress","""Dress worn by miracle-casting clerics. belonged to Licia of Lindelt."
"265","Armor","Chest Pieces","Shadow Top","""Used to hide in the cover of night. Those who are especially adept assassins are often hired as bodyguards."
"266","Armor","Chest Pieces","Singer's Dress","""Dress worn by a far-gone muse. Offers almost no physical defense, but is blessed with high resistance to magic."
"267","Armor","Chest Pieces","Smelter Demon Armor","""Armor of the Smelter Demon, a great mass of iron that was given life. High fire defense."""
"268","Armor","Chest Pieces","Steel Armor","""A relic of an order of knights said to be the mightiest warriors of their time."""
"269","Armor","Chest Pieces","Syan's Armor","""Replica of the armor of the loyal knight Syan. This solidly-crafted gear offers high defense."
"270","Armor","Chest Pieces","Targray's Armor","""The Blue Sentinels have vowed to uplift themselves from tireless training and selfless adherence to order and justice."""
"271","Armor","Chest Pieces","Tattered Cloth Robe","""Armor favored by pyromancers. They appear tattered but in fact the fabric is reinforced with pyromancy."
"272","Armor","Chest Pieces","Throne Defender Armor","""The Defender has stood by the throne for ages."
"273","Armor","Chest Pieces","Throne Watcher Armor","""The Defender has stood by the throne for ages."
"274","Armor","Chest Pieces","Traveling Merchant Coat","""Coat worn by merchants from Lanafir, where blue represents knowledge. Wearing this increases item discovery."
"275","Armor","Chest Pieces","Tseldora Robe","""Outfit worn by settlers of Tseldora. Rather fancy but with low defence and unfit for battle."
"276","Armor","Chest Pieces","Varangian Armor","""Amour worn by Varagians, that terrorized nearby seas. The coastline stretches far Drangleic. Beyond this Northern Sea is an unexplored continent, said to be the home of things inhuman."""
"277","Armor","Chest Pieces","Velstadt's Armor","""Armor worn by the Royal Aegis. Originally imbued with the power of miracles, now soaked with dark after extended exposure in the Undead Crypt."
"278","Armor","Chest Pieces","Vengarl's Armor","""Armor of the ferocious Vengarl of Forossa. Vengarl was known as a raging, deadly warrior. Even Forossa's Lion Knights, a motley crew of rabid fighters, kept him at arm's length."""
"279","Armor","Chest Pieces","Wanderer Coat","""A Coat for the roving type."
"280","Armor","Chest Pieces","White Hollow Mage Robe","""Robe worn by Hollowed Drangleic mages.Drangleic mages wore different garb depending on their sex. What function this served, however, is unknown, as with many old practices. This is a men's robe."""
"281","Armor","Gauntlets","Agdayne%27s Black Gloves","""quote"""
"282","Armor","Gauntlets","Alonne Knight Gauntlets","""Gauntlets worn by Alonne Knights. The bonds of the Alonne Knights, whoserved the Old Iron King, were mightierthan the land's iron, but in the endthe knights were subsumed by the flamesthat brought the castle down"""
"283","Armor","Gauntlets","Alva Gauntlets","Alva crossed many a land in searchof a cure for Saint Serreta's sickness,but failed and relinquished his knighthood. Alva was once wracked with guilt and remorse,but rediscovered his purpose in life with theaid of the witch who onceplotted against him."""
"284","Armor","Gauntlets","Archdrake Gloves","""Gloves of the Archdrake sect of Lindelt. Little is known about the Archdrake sectand its ancient rituals, and those who dare to indulgetheir curiosity have been known to simply vanish. The Archdrake sect are the keepers of Lindelt'shistories, including the only record of itsfoundation, a tome they have good reason tokeep hidden away."""
"285","Armor","Gauntlets","Astrologist Gloves","""Gauntlets worn by astrologists in Melfia.Astrologists believe that magical powerscan be obtained at moments of specialheavenly alignment. Even the collective wisdom of theMelfian Magic Academy cannot pull magicout of the sky, but the ideas of theastrologists led to the creation ofnew and very useful magic devices."""
"286","Armor","Gauntlets","Aurous Gauntlets","According to legend, the armor of Aurousis composed of a mysterious substance thatcannot be seen by cowards.What do your eyes tell you?"""
"287","Armor","Gauntlets","Bandit Gauntlets","""Gauntlets of bandits of the Forossan outskirts. The territory of Forossa became lawless after the kingdom fell to war. Citizens became bandits, and scattered to other lands."""
"288","Armor","Gauntlets","Bellkeeper Gauntlets","""An old pair of cuffs that are oddly comfortable.Belonged to a Bell Keeper. To this day, the forbidden love of thePrince of Alken and the princess of Vennmanipulates these marionettes. Surely they never imagined that their dollswould outlast their own kingdoms."""
"289","Armor","Gauntlets","Black Dragon Gauntlets","""""Eerily shaped helmet/armor/gauntlets/leggings spoken of in legend, crafted with the scales of the Black Dragon. The Black Dragon was long considered a mere legend, but this proves its existence."""""
"290","Armor","Gauntlets","Black Gloves","""Black Hood/Robe/gloves/Boots Belonged to Straid of Olaphis.Straid was invited to the old kingdom of Olaphis for his wisdom, but its depth was such that people soon feared him, and in the end Straid was led into a dreadful trap.Straid spent several lifetimes as stone. During this hiatus, kingdoms rose and fell, until the land called Drangleic came to be."""
"291","Armor","Gauntlets","Black Leather Gauntlets","""Leather gloves dyed Black. Allows the wearer to blend in with the dark. Often used by those with ill-intent.Meticulously crafted, and provides fair defense."""
"292","Armor","Gauntlets","Black Witch gloves","""Robe worn by Zullie the witch,seducer of Alva of Wayfarer. Boasts excellent magic defense.When Zullie the witch learned of Alva's dedication to Saint Saint Serreta, she used all manner of tricks and deceit to ruin him, but in the end she would spend her life with him, supporting his endeavors."""
"293","Armor","Gauntlets","Bone King Cuffs","""Skeleton Lord cuffs. High dark defense. The very men who were ordered to hunt down the Undead were themselves hollowed, and founded a kingdom of bone."""
"294","Armor","Gauntlets","Brigand Gauntlets","""Hood/Armor/Gauntlets/Trousers donned by looting brigands.""""This armor may appear shoddy, but is in fact a very functional piece of work, its materials meticulously crafted together."""
"295","Armor","Gauntlets","Chaos Gloves","""Hood/Robe/Gloves/Leggings worn by a chaos sorcerer.He calls himself Navlaan, now."""
"296","Armor","Gauntlets","Catarina Gauntlets","""Helm/Armor/Gauntlets/Leggings-Distinctively shaped apparel worn by the Knights of Catarina.Outside Catarina, they are often ridiculed for their onion-like shape, infuriating the proud knights, but masterfully forged curved design makes it very effective for parrying."""
"297","Armor","Gauntlets","Creighton's chain gloves","""Atypical steel gloves.Belonged to Creighton the Wanderer.Its design resembles that of the knight order of the eastern land of Mirrah, but with some odd differences that catch the eye.Perhaps it is a finely-crafted imitation."" "
"298","Armor","Gauntlets","Dark Gauntlets","""Gauntlets of a knight subsumed by dark.No one knows the true identity of these men who are said to freely manipulate dark. Old foreign legends describe them as poor souls who chased the lost art of life drain."""
"299","Armor","Gauntlets","Desert Sorceress Gloves","""Sorceress gloves from the distant land of Jugo. Appears to be a plain, thin fabric, but is permeated with powerful magic.Desert Sorceresses have enchanting looks, and they use them to catch people off guard.Oddly enough, even those who are perceptive enough to realize the ploy fall prey to their seductions with alarming regularity."" "
"300","Armor","Gauntlets","Dingy Cuffs","""An unassuming dingy cuffs.Although by now gray with soot and nearly unraveled, its fabric was originally a pure white""""An unassuming dingy skirt. Originally pure white.A close inspection reveals old dried blood. What tragedy could have befallen its original owner?"" "
"301","Armor","Gauntlets","Dragon Acolyte Gloves","""Gloves worn by acolytes of Aldia.Several of the greatest minds converged in Aldia to weave strange new rituals, but rumors suggest that during the course of their work their thoughts were not their own."" "
"302","Armor","Gauntlets","Dragonrider Gauntlets","""Gauntlets worn by King Vendrick's loyal Dragonriders.According to legend, the Dragonriders went into battle astride not horses, but wyrms."
"303","Armor","Gauntlets","Drakekeeper Gauntlets","""Giant onyx gauntlets. Something dark indeed eats away at thedrakekeepers, eternal guardians of the shrine."" "
"304","Armor","Gauntlets","Drangleic Gauntlets","""Traditional Drangleic Helm/Armour/Gauntlets/Leggings). Belonged to Captain Drummond.Drummond's ancestors have served Drangleic for generations, principally as defenders of the great fort, but Captain Drummond is the last in this proud line."""
"305","Armor","Gauntlets","Elite Knight Gloves","""Gloves made of bradden steel. Provides sturdy defense, making it an old-time favorite of elite knights.""Bradden steel is used widely in Drangleic. This fine alloy is made from ores mined in the southern kingdom."""
"306","Armor","Gauntlets","Executioner Gauntlets","""Gauntlets worn by the executioner of the Undead Purgatory. The spikes are designed to evoke fear.The executioner mercilessly put down countless Undead, but how could he know that it was never his own will, but that of the chariot horse?"""
"307","Armor","Gauntlets","Falconer Gloves","""Gloves worn by the Volgen Falconers.""""Domestic Volgen soldiers are infamously timid, so it is no wonder that this fierce band of mercenary falconers was hired to compensate.In practice they serve as bodyguards for the affluent elite, and they serve well, such that nobody dares scrutinize their backgrounds."""
"308","Armor","Gauntlets","Faraam Gauntlets","""Gauntlets worn by the Forossa Lion Knights. The mighty Lion Knights, worshippers of the war god Faraam, wore heavy armor and were feared for their nimble two-handed swordplay. But their legacy was cut short with the fall of Forossa."""
"309","Armor","Gauntlets","Grave Warden Cuffs","""Gauntlets worn by Alonne Knights. The bonds of the Alonne Knights, whoserved the Old Iron King, were mightierthan the land's iron, but in the endthe knights were subsumed by the flamesthat brought the castle down"""
"310","Armor","Gauntlets","Gyrm Gloves","""Gloves of the nomadic Gyrm. Excellent poise but heavy""""The stocky Gyrm are kind-natured, but humans deemed them impure, and drove them underground."""
"311","Armor","Gauntlets","Gyrm Warrior Gloves","""Warrior gloves of the nomadic Gyrm. Excellent poise and defense, but very heavy.Most Gyrm descendants refuse contact with outsiders, and live with a sense of deep contempt for those who exiled them"""
"312","Armor","Gauntlets","Hard Leather Gauntlets","""Gauntlets made of iron.""""Gauntlets made of sturdy leather.A commonplace piece of armor. No embellishments. Very solid."""
"313","Armor","Gauntlets","Havel%27s Gauntlets","""The origin of the name Havel is not clear. Some say it was the warrior who wore the armor, but others say that it was the name of a great kingdom ruined in a barbaric war."""
"314","Armor","Gauntlets","Heide Knight Gauntlets","""Gauntlet worn by Heide Knights""""Whether Heide refers to a kingdom or was just a name for the land is not clear, for no records date back far enough to tell.All that is known is that the Way of Blue has its origins in Heide, and that Heide was later subsumed by the sea."""
"315","Armor","Gauntlets","Hexer%27s Gloves","""Armor worn by a hexer. Belonged to Felkin the Outcast.Those who have a taste of dark are drawn into its vortex and rarely return.Perhaps it appeals to something deep within the human soul."""
"316","Armor","Gauntlets","Hollow Infantry gloves","""Gloves worn by Hollowed infantry.""""A piece of basic, minimal equipment. Worse yet, they're worn and nearly falling apart. Not recommended unless your options are spent."""
"317","Armor","Gauntlets","Hollow Soldier Gauntlets","""Gauntlets worn by Hollowed Royal Soldiers. Appears to be crafted with quality materials, but is highly degraded and close to falling apart. Wearing this will be of little use."""
"318","Armor","Gauntlets","Imperious Gloves","""Gauntlet worn by once-proud knights.Relics of a party who long ago attempted to conquer the Undead Crypt.For this sin their deaths have been postponed, so they may serve as crypt sentries."""
"319","Armor","Gauntlets","Imported Manchettes","""Traveler's manchettes. Won't provide much in the way of protection. The cursed souls who wander the lands have a strange way of ending up here, as if drawn from afar by some force."""
"320","Armor","Gauntlets","Infantry Gloves","""Gloves worn by Drangleic infantry.Apiece of basic, minimal equipment. At least it's light and easy-to-use."""
"321","Armor","Gauntlets","Insolent Gloves","""Gloves worn by once-proud clerics.Relics of a party who long ago attempted to conquer the Undead Crypt.For this sin their deaths have been postponed, so they may serve as crypt sentries."""
"322","Armor","Gauntlets","Ironclad Gauntlets","""Gauntlets worn by Ironclad Soldiers. Provides high defense, but is so heavy that it requires great strength to move""""The Ironclad Soldiers were minions created by the Old Iron King, their life granted by an enchantment of souls. By now this is again an iron husk, and fit to wear."""
"323","Armor","Gauntlets","Jester%27s Gloves","""A boldly-colored jester's cap/robe/gloves/tights. A nice bit of fun to try on...Jesters are more than festival fixtures; some have a second face, hidden from public view."" Effect: Increases number of Souls acquired"
"324","Armor","Gauntlets","Manchettes of Judgment","""A manchettes honoring an ancient goddess. Sin was said to be her domain, but the name of the goddess is long forgotten.""""Little is known about what purpose the mask/robe/manchettes/tights served, only that it was worn by a person of great authority."""
"325","Armor","Gauntlets","King%27s Gauntlets","""Guantlets of Vendrick, King of Drangleic. What makes a king?Some say that it is birthright, while others call it destiny. Perhaps it is not important, as long as the king's name serves to unite his people."""
"326","Armor","Gauntlets","Knight Gauntlets","""Metal gauntlets worn by knights. Standard issue for new Drangleic knights. Knights have long trusted these gauntlets for their excellent functionality"""
"327","Armor","Gauntlets","Leather Gloves","""The hunting goddess Evlana was no goddess at all, but rather a brave and highly skilled bow huntress. Long after her demise, the passing of lore transformed her into a deity."""
"328","Armor","Gauntlets","Leydia White Gauntlets","""Gloves of a Leydia Pyromancer.Leydia apostles, in their conceit, occupied the Undead Crypt and misused death.This invoked the ire of Fenito, who branded them as transgressors."""
"329","Armor","Gauntlets","Lion Mage Cuffs","""Cuffs worn by Lion Clan mages.The Lion Clan are an offshoot race that appear in historical records quite abruptly, as if one day they climbed out of the depths of the very earth itself."" Effect: Improves casting speed."
"330","Armor","Gauntlets","Llewellyn Gloves","""Armor reinforced with rare geisteel. Belonged to Chancellor Wellager.""""Gloves reinforced with rare geisteel. Excellent defensive gear that is both light and sturdy."" ""Quality equipment that is both light and strong. Crafted by the castle's resident master smith Llewellyn, and supplied only to a selected few. His work easily identified by its lack of ostentation, Llewellyn focused solely on an economy of simplicity and strength."""
"331","Armor","Gauntlets","Looking Glass Gauntlets","""Gauntlets worn by the Looking Glass Knight. Made of metal, but has high lightning defense.Those who wish to serve the king as loyal warriors must take the King's Passage and face the Looking Glass Knight.Those who fail the test are sacrificed by the merciless specular monstrosity."""
"332","Armor","Gauntlets","Lucatiel's Gloves","""Worn by knights while on travel. Belonged to Lucatiel of Mirrah. Only those who have distinguished themselves on the battlefield were admitted into the elite ranks of Mirrah's official order of knights. It is common to hear of a peasant's dream of striving for knighthood as an escape from hardship, but who would ever think it possible?"""
"333","Armor","Gauntlets","Mad Warrior Gauntlets","""King Vendrick called upon powers from beyond his borders in an attempt to stave off the curse. Perhaps they belonged to one of his guests."""
"334","Armor","Gauntlets","Manikin Gloves","""Gloves of the Manikins of Harvest Valley. A fickle queen gave them life, and tore off their faces. How else could she forgive those who dared gaze upon her?"""
"335","Armor","Gauntlets","Mastodon Gauntlets","""Gauntlets worn by the Primal Knights of Drangleic castle.Their weight would normally crush a man, but the Primal Knights wear them as if they were silk, so fearsome is their brutal strength.The King restored a forbidden, long-lost art to create these inhuman abominations."""
"336","Armor","Gauntlets","Monastery Long Gloves","""A traditional sacred headcloth/longshirt/gloves/skirt crafted at Lindelt Monastery. Made of lightweight, flowing white fabric. The ceremonial design suggests that they revered whatever it was they watched over."""
"337","Armor","Gauntlets","Moon Butterfly Cuffs","""Cuffs made from wings of the rare moon butterfly. Poisons those who approach its wearer.Little is known about the moon butterfly, which only appears on full-moon nights in winter. Some say the butterfly is a magical being, and its larvae have never once been spotted."""
"338","Armor","Gauntlets","Old Ironclad Gauntlets","""Old armor worn by ironclad soldiers. Boasts high defence, but extremely heavy.One day, warriors wearing decrepit armor emerged from drangleic castle, and quietly assumed positions amongst the royal army.not one of them ever spoke a word, or revealed the face under the mask."""
"339","Armor","Gauntlets","Old Knight Gauntlets","""Old undated Gauntlets.How old could this nearly-crumbling armor be?Has extremely low durability.Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power..."""
"340","Armor","Gauntlets","Pate's Gloves","""Although it appears to be common armor, it has in fact been meticulously customized. Belonged to mild-mannered Pate.This has been considerably altered. Perhaps it was pillaged."""
"341","Armor","Gauntlets","Peasant Long Gloves","""Attire commonly worn by peasants.Normal workwear, more fit for farming than fighting"""
"342","Armor","Gauntlets","Penal Handcuffs","""Handcuffs of the Lost Sinner. Increases the power of pyromancy. A device used to restrict use of the hands."""
"343","Armor","Gauntlets","Priestess Gloves","""Robe worn by Drangleic clerics.""""The clerics of Drangleic have retained their status throughout the ages, but were always at arms length from the royal family, as if their existence was little more than a formality.""""It is customary for clerics to wear different garb depending on their area, but the reason for this practice is unknown...This is a woman's robe."""
"344","Armor","Gauntlets","Prisoner%27s Gloves","""Rags worn by imprisoned Hollows. This appears to have been worn on the head (body, arms, hip).Judging by its looks and apparent virtues, this really is no more than a tattered scrap of cloth. It still carries the stench of a Hollow."""
"345","Armor","Gauntlets","Rogue gauntlets","""Gauntlets worn by Hollowed thieves.The hood is primarily intended to hide the face of the wearer, and is of no practical value as defensive gear.Despite their crude appearance, this/these armor/gauntlets/leggings is surprisingly sturdy."""
"346","Armor","Gauntlets","Royal Soldier Gauntlets","""Royal Drangleic soldier helm/armor/gauntlets/leggings.Equipment crafted by the royal blacksmith. Finely polished and ready for battle."""
"347","Armor","Gauntlets","Royal Swordsman Gloves","""Gauntlets of a royal swordsman. Its shape provides defense while allowing great mobility. Stripped of ornamentation, this particular helm/armor is designed strictly for battle.King Vendrick supplied his bravest men with the best armor available to face the great giants, but very few returned alive."""
"348","Armor","Gauntlets","Ruin Gauntlets","""Armor worn by the jailer's creation, the Ruin Sentinel.The sentinel has no form, its soul residing within the armor itself. Stare at it for long and it seems ready to spring to life, but surely, such is an illusion."""
"349","Armor","Gauntlets","Rusted Mastodon Gauntlets","""Gauntlets worn by the Primal Knights of Drangleic castle. Durability is low due to rusting.Its weight would normally crush a man, but to the brutish Primal Knights it may as well be made of papyrus."""
"350","Armor","Gauntlets","Saint's Long Gloves","""Dress worn by miracle-casting clerics. belonged to Licia of Lindelt.While its true Licia dedicated herself to miracles, its rare for anyone to pass through life without trouble. even clerics arent always who they seem."""
"351","Armor","Gauntlets","Shadow Gauntlets","""Used to hide in the cover of night. Those who are especially adept assassins are often hired as bodyguards.In an attempt to stave off the curse, King Vendrick hired shadowmen to put down the Hollows, but before long they were Hollowed themselves"" "
"352","Armor","Gauntlets","Smelter Demon Gauntlets","""Gauntlets of the Smelter Demon, a great mass of iron that was given life. High fire defense.""""Armor of the Smelter Demon, a great mass of iron that was given life. High fire defense. The Old Iron King was possessed of a great bounty of ore, but was incinerated by a creature that rose from the infernal depths of the earth."""
"353","Armor","Gauntlets","Steel Gauntlets","""A relic of an order of knights said to be the mightiest warriors of their time."" "
"354","Armor","Gauntlets","Syan's Gauntlets","""Replica of the armor of the loyal knight Syan. This solidly-crafted gear offers high defense.Sir Syan was widely known as the Kingdom's most loyal knight, and when the Giants invaded, he volunteered to lead the advance party, but he was slaughtered most dishonorably.The King commissioned replicas of Syan's accoutrements and bestowed them on promising knights, but not long after they donned the armor did most go thoroughly mad."""
"355","Armor","Gauntlets","Targray's Manifers","""The Blue Sentinels have vowed to upliftthemselves from tireless training andselfless adherence to order and justice."""
"356","Armor","Gauntlets","Tattered Cloth Manchettes","""Gauntlets favored by pyromancers. They appear tattered but in fact the fabric is reinforced with pyromancy.Magic is no show. It is an art that allows mere mortals to glimpse into the very fabric of what is and may be."""
"357","Armor","Gauntlets","Throne Defender Gauntlets","""The Defender has stood by the throne for ages.Will his wait be worth the while?"""
"358","Armor","Gauntlets","Throne Watcher Gauntlets","""Gauntlets worn by the Throne Watcher. Has high magic defense.The Watcher waited by the throne for ages. Will all his waiting ever be rewarded?"""
"359","Armor","Gauntlets","Traveling Merchant Gloves","""Gauntlets worn by merchants from Lanafir, where blue represents knowledge. Wearing this increases item discovery.Lanafir is the farthest land to the south and follows a strict edict of isolationism. The rare visitor from Lanafir is always a little odd."""
"360","Armor","Gauntlets","Tseldora Manchettes","""Outfit worn by settlers of Tseldora. Rather fancy but with low defence and unfit for battle.Its design recalls Tseldora's glory days, the peak of the brightstone boom."" Effect: Increases number of Souls acquired"
"361","Armor","Gauntlets","Varangian Cuffs","""Gauntlets worn by Varagians, that terrorized nearby seas. The coastline stretches far Drangleic. Beyond this Northern Sea is an unexplored continent, said to be the home of things inhuman."""
"362","Armor","Gauntlets","Velstadt%27s Gauntlets","""Gauntlets worn by the Royal Aegis. Originally imbued with the power of miracles, now soaked with dark after extended exposure in the Undead Crypt.A knight from a faraway land was lured to this accursed land, but forgot even why he came, eventually reduced to a shadow of his former self."""
"363","Armor","Gauntlets","Vengarl's Gloves","""Gauntlets worn by the ferocious Vengarl of Forossa. As Vengarl's helmet suggests, he was not unlike a mad beast on the battlefield.""""Armor/Gloves/Boots of the ferocious Vengarl of Forossa. Vengarl was known as a raging, deadly warrior. Even Forossa's Lion Knights, a motley crew of rabid fighters, kept him at arm's length."""
"364","Armor","Gauntlets","Wanderer Manchettes","""Gauntlets for the roving type.Light, sturdy leather made for long journeys."""
"365","Armor","Gauntlets","White Priest Gloves","""Traditional Headpiece/Robe/Gloves/Skirt worn by Drangleic clerics. The clerics of Drangleic were not viewed with particular reverence, and their positions were only preserved as a nod to tradition. It is customary for clerics to wear different garb depending on their sex, but the reason for this practice is unknown. This is a men's headpiece/robe/gloves/skirt."""
"366","Armor","Gauntlets","Black Witch Gloves","""Robe worn by Zullie the witch,seducer of Alva of Wayfarer. Boasts excellent magic defense.When Zullie the witch learned of Alva's dedication to Saint Saint Serreta, she used all manner of tricks and deceit to ruin him, but in the end she would spend her life with him, supporting his endeavors."""
"367","Armor","Gauntlets","Penal HandCuffs","""Handcuffs of the Lost Sinner. Increases the power of pyromancy. A device used to restrict use of the hands."""
"368","Armor","Leggings","Agdayne%27s Black Kilt","""Kilt worn by Agdayne of the Undead Crypt. Life itself is suffering; or karma, as some have called it. The embrace of death awaits all things, but does death mean an end to suffering?"""
"369","Armor","Leggings","Alonne Knight Leggings","""Leggings worn by Alonne Knights. The bonds of the Alonne Knights, who served the Old Iron King, were mightier than the land's iron, but in the endthe knights were subsumed by the flames that brought the castle down.""  "
"370","Armor","Leggings","Alva Leggings","""Leggings worn by Alva the Wayfarer. Light but offers very high defense. Alva crossed many a land in search of a cure for Saint Serreta's sickness, but failed and relinquished his knighthood. Alva was once wracked with guilt and remorse, but rediscovered his purpose in life with the aid of the witch who once plotted against him.""  "
"371","Armor","Leggings","Archdrake Boots","""Leggings worn by the Archdrake sect of Lindelt. Though little is actually known about the order, it is said their well-honed miracles and unwavering faith in the face of death made them worthy rivals to Drangleic's forces in their day."" Scholar of the First Sin changed to: ""Little is known about the Archdrake sect and its ancient rituals, and those who dare to indulge their curiosity have been known to simply vanish. The Archdrake sect are the keepers of Lindelt's histories, including the only record of its foundation, a tome they have good reason to keep hidden away."""
"372","Armor","Leggings","Astrologist Kilt","""Robe bottoms worn by astrologists in Melfia.Astrologists believe that magical powers can be obtained at moments of special heavenly alignment. Even the collective wisdom of the Melfian Magic Academy cannot pull magic out of the sky, but the ideas of the astrologists led to the creation of new and very useful magic devices.""  "
"373","Armor","Leggings","Leggings of aurous Invisible","""Leggings of kings of the desert land of Jugo. First worn by Aurous, the land's heroic founder.According to legend, the armor of Aurous is composed of a mysterious substance that cannot be seen by cowards. What do your eyes tell you?"""
"374","Armor","Leggings","Leggings of Aurous","""Leggings of kings of the desert land of Jugo. First worn by Aurous, the land's heroic founder.According to legend, the armor of Aurous is composed of a mysterious substance that cannot be seen by cowards. What do your eyes tell you?"""
"375","Armor","Leggings","Bandit Leggings","""Boots of bandits of the Forossan outskirts. The territory of Forossa became lawless after the kingdom fell to war. Citizens became bandits, and scattered to other lands.""  "
"376","Armor","Leggings","Bell Keeper Trousers","""An old armor that is oddly comfortable. Belonged to a Bell Keeper. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms."""
"377","Armor","Leggings","Benhart%27s Boots","""Armor of unknown origin. Belonged to Benhart of Jugo. Apparently Benhart found this while wandering land to land, but its origins are unknown. He wore it all the time, he adored it so, leaving a slight odor. ""  "
"378","Armor","Leggings","Black Leather Boots","""Boots dyed black. Allows the wearer to blend in with the dark. Often used by those with ill-intent. Meticulously crafted, and provides fair defense.""  "
"379","Armor","Leggings","Black Boots","""Boots Belonged to Straid of Olaphis.Straid was invited to the old kingdom of Olaphis for his wisdom, but its depth was such that people soon feared him, and in the end Straid was led into a dreadful trap.Straid spent several lifetimes as stone. During this hiatus, kingdoms rose and fell, until the land called Drangleic came to be.""  "
"380","Armor","Leggings","Black Witch Trousers","""Trousers worn by Zullie the Witch, seducer of Alva the Wayfarer. Boasts excellent magic defense. When Zullie the Witch learned of Alva's dedication to Saint Serreta, she used all manner of tricks and deceit to ruin him, but in the end she would spend her life with him, supporting his endeavors. The witch, as unloving as she was unloved, finally found illumination through her blighted existence.""  "
"381","Armor","Leggings","Bone King Skirt","""Skeleton lord Helmet/Armor/Gauntlets/Boots.High dark defense.The very men who were ordered to hunt down the Undead were themselves hollowed, and founded a kingdom of bone.""  "
"382","Armor","Leggings","Brigand Trousers","""Leggings donned by looting brigands.""""This armor may appear shoddy, but is in fact a very functional piece of work, its materials meticulously crafted together.""  "
"383","Armor","Leggings","Cale's Shoes","""Leggings of a light mirrah foot soldier. belonged to Cale the Cartographer.Apparently Cale procured this inexpensively second-hand, but it's surprisingly well-made.""  "
"384","Armor","Leggings","Catarina Leggings","""Kilt worn by Agdayne of the Undead Crypt. Life itself is suffering; or karma,as some have called it. The embrace of death awaits all things,But does death mean an end to suffering?""  "
"385","Armor","Leggings","Chaos Boots","""Leggings worn by a chaos sorcerer.He calls himself Navlaan, now.""  "
"386","Armor","Leggings","Creighton's Chain Leggings","""Atypical steel mask.Belonged to Creighton the Wanderer.Its design resembles that of the knight order of the eastern land of Mirrah, but with some odd differences that catch the eye.Perhaps it is a finely-crafted imitation.""  "
"387","Armor","Leggings","Dark Leggings","""Leggings of a knight subsumed by dark.No one knows the true identity of these men who are said to freely manipulate dark. Old foreign legends describe them as poor souls who chased the lost art of life drain.""  "
"388","Armor","Leggings","Desert Sorceress Skirt","""Sorceress Skirt from the distant land of Jugo. Appears to be a plain, thin fabric, but is permeated with powerful magic.Desert Sorceresses have enchanting looks, and they use them to catch people off guard.Oddly enough, even those who are perceptive enough to realize the ploy fall prey to their seductions with alarming regularity.""  "
"389","Armor","Leggings","Dragon Acolyte Boots","""Boots worn by acolytes of Aldia.Several of the greatest minds converged in Aldia to weave strange new rituals, but rumors suggest that during the course of their work their thoughts were not their own.""  "
"390","Armor","Leggings","Dragonrider Leggings","""Kilt worn by Agdayne of the Undead Crypt. Life itself is suffering; or karma, as some have called it. The embrace of death awaits all things, But does death mean an end to suffering?""  "
